order_id,customer_id,order_date,product_id,quantity,unit_price,total_amount,order_status,payment_date
21681,2889,2024-04-13,459,3,38.24,114.72,Cancelled,
21682,765,2023-12-24,208,4,101.74,406.96,Cancelled,
21683,7362,2023-11-29,271,1,56.32,56.32,Completed,2023-12-11
21684,1529,2024-05-24,47,3,60.38,181.14,Completed,2024-06-05
21685,3729,2024-02-27,39,4,51.96,207.84,Pending,
21686,2752,2025-05-04,266,1,111.85,111.85,Completed,2025-05-14
21687,9486,2023-09-18,239,2,50.35,100.70,Completed,2023-10-01
21688,7592,2023-11-19,256,4,72.28,289.12,Completed,2023-11-27
21689,2908,2025-09-14,407,4,124.49,497.96,Completed,2025-09-25
21690,352,2025-05-30,140,5,121.66,608.30,Cancelled,
21691,6031,2023-07-29,235,3,131.12,393.36,Pending,
21692,4345,2024-03-23,346,1,148.20,148.20,Completed,2024-04-06
21693,7326,2025-12-01,490,1,136.72,136.72,Pending,
21694,1312,2025-09-14,245,5,73.09,365.45,Cancelled,
21695,5444,2024-02-13,221,5,54.79,273.95,Completed,2024-02-15
21696,9586,2023-05-13,463,2,170.00,340.00,Completed,2023-05-23
21697,4878,2023-07-27,49,4,118.92,475.68,Completed,2023-07-27
21698,8370,2023-03-31,315,3,40.83,122.49,Pending,
21699,9572,2023-06-03,429,2,39.84,79.68,Pending,
21700,6360,2025-06-05,238,1,54.87,54.87,Cancelled,
21701,5754,2024-07-08,362,2,135.37,270.74,Pending,
21702,126,2025-03-31,116,2,118.03,236.06,Completed,2025-04-05
21703,4334,2023-10-31,364,2,92.33,184.66,Cancelled,
21704,518,2023-01-30,164,5,135.35,676.75,Cancelled,
21705,1005,2023-04-09,425,2,130.57,261.14,Cancelled,
21706,1641,2023-07-24,75,2,69.18,138.36,Pending,
21707,689,2023-07-06,373,5,137.33,686.65,Cancelled,
21708,8227,2023-06-28,365,2,141.97,283.94,Completed,2023-07-12
21709,5178,2023-10-25,323,2,182.05,364.10,Pending,
21710,7520,2025-04-07,396,5,52.25,261.25,Cancelled,
21711,7917,2023-10-13,14,5,145.14,725.70,Pending,
21712,6908,2025-09-10,449,2,199.26,398.52,Cancelled,
21713,908,2024-03-12,460,2,48.97,97.94,Cancelled,
21714,7578,2025-04-12,149,2,41.94,83.88,Cancelled,
21715,2732,2023-05-21,228,3,3.90,11.70,Pending,
21716,8517,2023-07-29,28,2,180.78,361.56,Pending,
21717,7268,2025-09-12,202,1,37.64,37.64,Completed,2025-09-19
21718,2036,2023-04-09,14,4,16.54,66.16,Cancelled,
21719,9752,2025-01-20,470,3,66.39,199.17,Cancelled,
21720,2659,2025-01-10,273,5,96.28,481.40,Pending,
21721,3043,2024-01-02,364,4,12.56,50.24,Cancelled,
21722,7456,2025-06-15,421,2,84.77,169.54,Completed,2025-06-25
21723,5969,2024-10-02,181,3,73.54,220.62,Cancelled,
21724,1463,2023-08-25,184,3,163.90,491.70,Cancelled,
21725,3187,2024-05-06,259,5,136.39,681.95,Completed,2024-05-12
21726,5273,2023-09-19,383,3,177.03,531.09,Completed,2023-09-19
21727,3126,2024-10-19,394,3,62.02,186.06,Pending,
21728,2474,2023-07-07,88,4,44.13,176.52,Pending,
21729,8730,2025-02-14,104,1,197.75,197.75,Cancelled,
21730,8326,2025-04-04,106,5,65.65,328.25,Pending,
21731,8696,2024-11-04,352,1,20.38,20.38,Pending,
21732,8383,2024-03-10,454,3,8.88,26.64,Completed,2024-03-15
21733,9238,2025-04-27,123,3,107.26,321.78,Completed,2025-05-11
21734,814,2023-09-21,487,5,41.48,207.40,Pending,
21735,5299,2023-11-25,276,1,81.15,81.15,Pending,
21736,2181,2023-01-31,361,1,50.06,50.06,Completed,2023-02-12
21737,7811,2023-11-24,116,5,39.65,198.25,Pending,
21738,7023,2025-11-25,79,4,12.66,50.64,Completed,2025-12-03
21739,6795,2024-05-24,30,2,181.47,362.94,Pending,
21740,166,2024-07-02,310,2,186.83,373.66,Cancelled,
21741,6515,2024-06-11,363,3,185.74,557.22,Cancelled,
21742,5785,2025-04-22,46,3,192.42,577.26,Cancelled,
21743,3327,2025-09-04,191,2,185.10,370.20,Cancelled,
21744,5053,2025-04-13,10,1,198.60,198.60,Pending,
21745,8928,2024-02-06,260,4,92.55,370.20,Cancelled,
21746,7783,2024-12-24,342,3,4.18,12.54,Completed,2024-12-28
21747,6233,2025-12-24,132,4,110.11,440.44,Completed,2026-01-01
21748,3938,2025-03-19,129,3,104.32,312.96,Pending,
21749,7884,2023-05-08,48,3,67.94,203.82,Completed,2023-05-22
21750,5930,2023-04-09,378,1,51.13,51.13,Pending,
21751,5367,2025-02-09,307,1,107.47,107.47,Pending,
21752,7642,2025-05-25,327,1,54.06,54.06,Cancelled,
21753,7096,2024-07-21,77,2,106.94,213.88,Pending,
21754,2372,2024-08-14,316,4,145.44,581.76,Pending,
21755,1184,2025-03-17,190,1,134.54,134.54,Completed,2025-03-31
21756,5145,2024-12-09,174,2,197.30,394.60,Pending,
21757,6753,2024-07-06,370,5,26.63,133.15,Completed,2024-07-15
21758,6737,2025-05-16,489,3,91.00,273.00,Completed,2025-05-19
21759,8228,2025-05-20,344,4,168.03,672.12,Cancelled,
21760,3825,2024-05-06,87,5,83.79,418.95,Pending,
21761,9748,2024-10-27,121,2,142.33,284.66,Pending,
21762,2079,2025-07-09,212,2,149.94,299.88,Cancelled,
21763,5351,2024-11-18,392,3,141.21,423.63,Completed,2024-11-26
21764,7873,2024-03-09,427,1,184.55,184.55,Cancelled,
21765,9695,2023-08-11,175,2,159.91,319.82,Pending,
21766,4236,2025-11-10,495,4,153.83,615.32,Cancelled,
21767,5587,2023-10-15,213,2,71.89,143.78,Cancelled,
21768,4557,2024-06-11,238,1,123.97,123.97,Pending,
21769,3075,2024-01-04,1,3,124.01,372.03,Completed,2024-01-11
21770,3059,2025-05-10,364,4,25.28,101.12,Pending,
21771,6605,2024-12-23,43,3,5.38,16.14,Pending,
21772,5557,2025-08-05,497,3,52.50,157.50,Cancelled,
21773,1395,2025-08-10,369,5,92.66,463.30,Cancelled,
21774,9212,2023-11-08,452,2,69.11,138.22,Pending,
21775,1836,2024-11-06,127,5,150.74,753.70,Completed,2024-11-10
21776,9583,2025-09-18,128,1,78.27,78.27,Cancelled,
21777,7403,2025-06-29,467,2,160.43,320.86,Pending,
21778,4889,2023-11-15,181,2,28.22,56.44,Pending,
21779,2056,2025-05-05,107,4,175.82,703.28,Cancelled,
21780,9993,2025-07-28,108,1,120.55,120.55,Cancelled,
21781,4934,2024-11-24,24,4,48.35,193.40,Cancelled,
21782,8943,2023-12-24,273,4,4.31,17.24,Pending,
21783,7984,2024-06-12,71,5,145.59,727.95,Cancelled,
21784,5222,2024-07-09,124,5,111.88,559.40,Cancelled,
21785,3878,2025-03-30,218,5,105.70,528.50,Pending,
21786,322,2023-03-14,350,3,140.89,422.67,Cancelled,
21787,7871,2023-12-11,270,4,70.12,280.48,Pending,
21788,1869,2023-10-06,415,1,35.69,35.69,Completed,2023-10-06
21789,5308,2025-05-09,128,4,87.21,348.84,Cancelled,
21790,504,2023-02-12,386,1,165.27,165.27,Pending,
21791,1584,2024-10-14,214,1,151.28,151.28,Cancelled,
21792,6508,2025-10-28,334,1,157.00,157.00,Cancelled,
21793,8260,2025-11-10,405,2,196.10,392.20,Completed,2025-11-17
21794,8520,2023-12-13,421,1,3.86,3.86,Cancelled,
21795,3523,2023-11-23,270,3,141.04,423.12,Completed,2023-11-29
21796,9892,2025-02-06,390,5,173.54,867.70,Cancelled,
21797,62,2025-01-19,381,5,111.94,559.70,Completed,2025-02-02
21798,6941,2025-05-21,186,3,187.07,561.21,Pending,
21799,319,2024-07-16,343,4,104.02,416.08,Pending,
21800,2732,2024-01-16,139,2,157.70,315.40,Cancelled,
21801,7677,2025-10-02,444,5,104.90,524.50,Cancelled,
21802,5620,2024-06-17,441,3,150.53,451.59,Completed,2024-06-26
21803,4066,2025-06-12,298,3,62.41,187.23,Completed,2025-06-14
21804,1523,2023-07-27,264,1,61.24,61.24,Completed,2023-07-29
21805,9047,2025-06-01,102,1,65.35,65.35,Pending,
21806,4419,2023-04-19,129,3,143.67,431.01,Pending,
21807,3409,2024-01-21,198,4,152.93,611.72,Cancelled,
21808,9919,2024-11-06,228,4,20.42,81.68,Completed,2024-11-06
21809,3361,2024-10-22,10,1,142.79,142.79,Pending,
21810,7103,2025-02-15,391,1,5.29,5.29,Pending,
21811,9111,2025-08-15,280,4,128.87,515.48,Completed,2025-08-16
21812,2690,2023-02-03,137,5,63.04,315.20,Completed,2023-02-15
21813,2059,2023-05-19,68,2,155.16,310.32,Pending,
21814,8405,2023-10-31,162,5,29.14,145.70,Completed,2023-11-02
21815,1139,2023-02-20,93,3,10.74,32.22,Cancelled,
21816,3968,2023-12-24,9,3,83.74,251.22,Cancelled,
21817,3271,2024-11-03,435,3,152.93,458.79,Pending,
21818,225,2024-09-10,225,3,38.01,114.03,Pending,
21819,6388,2025-11-25,135,1,103.35,103.35,Cancelled,
21820,8580,2025-07-04,304,3,143.77,431.31,Cancelled,
21821,8633,2023-05-27,38,1,196.22,196.22,Completed,2023-06-07
21822,2867,2025-10-11,73,2,70.25,140.50,Completed,2025-10-25
21823,3689,2025-07-09,131,2,151.13,302.26,Pending,
21824,4647,2023-06-23,165,5,54.09,270.45,Cancelled,
21825,6637,2023-06-28,89,2,157.99,315.98,Cancelled,
21826,6360,2023-04-16,295,4,88.35,353.40,Completed,2023-04-27
21827,7380,2023-10-13,26,4,126.50,506.00,Pending,
21828,393,2024-01-22,214,2,100.67,201.34,Completed,2024-01-25
21829,4331,2024-11-16,55,4,120.79,483.16,Pending,
21830,7383,2023-10-31,221,2,65.88,131.76,Pending,
21831,8019,2025-09-07,70,1,87.74,87.74,Pending,
21832,7570,2024-09-18,77,4,176.92,707.68,Completed,2024-09-18
21833,9211,2024-07-10,372,5,100.27,501.35,Completed,2024-07-23
21834,6106,2025-05-25,42,4,110.59,442.36,Pending,
21835,62,2024-08-26,348,3,79.31,237.93,Cancelled,
21836,9018,2025-01-09,321,3,57.53,172.59,Cancelled,
21837,8421,2025-04-26,422,3,79.01,237.03,Cancelled,
21838,9167,2023-11-19,40,4,193.64,774.56,Completed,2023-11-23
21839,7569,2025-03-13,170,1,157.64,157.64,Completed,2025-03-22
21840,3165,2023-01-24,317,3,167.03,501.09,Completed,2023-02-01
21841,1529,2024-02-22,32,1,186.10,186.10,Cancelled,
21842,3154,2024-02-12,212,4,199.09,796.36,Pending,
21843,2471,2025-11-05,331,1,96.81,96.81,Cancelled,
21844,5793,2024-04-15,274,2,193.15,386.30,Completed,2024-04-22
21845,6640,2024-03-08,290,4,89.89,359.56,Cancelled,
21846,5279,2025-04-11,307,1,76.72,76.72,Cancelled,
21847,7335,2025-08-21,142,4,189.77,759.08,Cancelled,
21848,707,2025-04-03,295,2,83.85,167.70,Completed,2025-04-07
21849,2804,2025-10-07,330,2,12.88,25.76,Pending,
21850,5787,2025-03-27,114,1,9.63,9.63,Pending,
21851,481,2024-11-06,106,4,52.37,209.48,Cancelled,
21852,7939,2023-07-11,226,3,99.59,298.77,Cancelled,
21853,2343,2025-04-08,259,3,142.69,428.07,Cancelled,
21854,7717,2024-03-22,494,5,120.54,602.70,Pending,
21855,1282,2025-06-29,114,4,58.24,232.96,Pending,
21856,3603,2024-02-04,3,5,77.98,389.90,Completed,2024-02-17
21857,177,2024-03-18,240,4,71.92,287.68,Cancelled,
21858,8333,2024-04-15,478,5,123.06,615.30,Pending,
21859,4409,2025-05-16,8,2,87.05,174.10,Completed,2025-05-30
21860,1835,2023-03-08,160,4,180.04,720.16,Pending,
21861,5720,2025-02-03,464,2,95.45,190.90,Cancelled,
21862,6665,2024-05-10,65,3,73.03,219.09,Cancelled,
21863,8525,2024-12-22,420,2,106.90,213.80,Completed,2024-12-23
21864,4843,2023-03-17,12,5,125.49,627.45,Completed,2023-03-31
21865,7790,2024-08-22,496,2,89.28,178.56,Pending,
21866,1856,2025-08-10,112,4,67.16,268.64,Pending,
21867,6058,2024-03-30,49,3,111.53,334.59,Cancelled,
21868,7085,2024-06-03,414,4,119.51,478.04,Completed,2024-06-17
21869,7786,2025-10-11,477,5,70.00,350.00,Cancelled,
21870,7342,2023-12-30,195,3,14.09,42.27,Completed,2023-12-30
21871,7151,2024-04-05,39,4,180.33,721.32,Completed,2024-04-18
21872,2598,2025-04-08,234,2,1.21,2.42,Cancelled,
21873,8272,2024-02-24,88,4,51.24,204.96,Pending,
21874,9975,2025-06-04,297,4,150.27,601.08,Completed,2025-06-07
21875,4684,2025-04-05,108,2,186.92,373.84,Completed,2025-04-15
21876,2853,2023-08-21,290,1,126.62,126.62,Completed,2023-09-04
21877,9533,2023-01-09,331,1,196.66,196.66,Pending,
21878,28,2024-11-20,22,2,101.95,203.90,Cancelled,
21879,788,2025-04-30,498,1,42.73,42.73,Cancelled,
21880,4178,2025-06-22,412,2,74.97,149.94,Pending,
21881,1049,2025-05-23,206,2,164.83,329.66,Cancelled,
21882,6846,2023-05-14,11,5,47.50,237.50,Pending,
21883,4647,2025-04-20,422,1,138.51,138.51,Pending,
21884,2505,2025-07-30,61,3,18.47,55.41,Completed,2025-08-12
21885,750,2023-01-18,189,2,173.54,347.08,Completed,2023-01-26
21886,7542,2025-10-08,463,3,171.80,515.40,Completed,2025-10-14
21887,1423,2025-10-04,164,2,101.39,202.78,Pending,
21888,8907,2023-11-08,297,2,15.07,30.14,Cancelled,
21889,8466,2023-11-17,307,2,162.84,325.68,Pending,
21890,2775,2024-02-05,48,5,150.30,751.50,Completed,2024-02-14
21891,3612,2025-02-28,12,3,107.04,321.12,Cancelled,
21892,2896,2023-08-03,439,2,110.54,221.08,Pending,
21893,6892,2024-07-10,243,5,61.85,309.25,Pending,
21894,8082,2025-10-22,453,3,72.25,216.75,Cancelled,
21895,3714,2023-06-28,253,4,135.59,542.36,Completed,2023-07-09
21896,7733,2024-07-23,47,1,107.99,107.99,Completed,2024-08-03
21897,7423,2025-07-14,53,2,104.25,208.50,Completed,2025-07-24
21898,1313,2023-04-21,45,1,104.55,104.55,Pending,
21899,4504,2024-02-21,457,4,150.81,603.24,Completed,2024-03-03
21900,4272,2024-11-14,240,1,133.86,133.86,Pending,
21901,8874,2023-05-31,115,1,146.97,146.97,Cancelled,
21902,5074,2023-03-05,252,1,61.64,61.64,Completed,2023-03-10
21903,5588,2024-03-06,76,1,186.29,186.29,Cancelled,
21904,1932,2025-07-08,132,4,64.64,258.56,Completed,2025-07-15
21905,9267,2025-12-15,462,5,25.80,129.00,Completed,2025-12-25
21906,5815,2023-06-07,247,4,3.87,15.48,Pending,
21907,7477,2024-07-27,59,4,199.17,796.68,Completed,2024-08-02
21908,5080,2023-03-30,235,4,195.82,783.28,Pending,
21909,7250,2023-02-01,472,3,155.29,465.87,Completed,2023-02-10
21910,9752,2025-12-27,43,1,140.66,140.66,Completed,2026-01-09
21911,3107,2023-04-20,264,2,108.44,216.88,Pending,
21912,7010,2024-01-23,367,5,35.85,179.25,Cancelled,
21913,5987,2024-10-14,358,3,55.49,166.47,Cancelled,
21914,8103,2023-09-30,480,3,127.06,381.18,Completed,2023-10-02
21915,3616,2023-01-08,297,3,47.22,141.66,Pending,
21916,2284,2025-04-19,280,2,21.13,42.26,Pending,
21917,7811,2025-04-16,304,1,109.05,109.05,Pending,
21918,5566,2023-04-28,81,4,119.74,478.96,Cancelled,
21919,6606,2025-04-13,461,3,91.02,273.06,Pending,
21920,3661,2024-03-02,50,1,104.07,104.07,Cancelled,
21921,349,2025-10-30,330,3,7.15,21.45,Completed,2025-10-31
21922,7635,2024-10-02,103,5,153.04,765.20,Completed,2024-10-13
21923,4414,2024-12-25,408,5,93.89,469.45,Cancelled,
21924,5381,2025-01-30,71,5,40.38,201.90,Completed,2025-02-03
21925,5576,2023-01-31,278,5,78.76,393.80,Cancelled,
21926,8084,2024-12-19,390,5,118.25,591.25,Pending,
21927,14,2024-11-26,252,1,65.44,65.44,Completed,2024-12-09
21928,8399,2025-01-16,164,1,3.99,3.99,Cancelled,
21929,2468,2025-12-08,335,5,192.38,961.90,Cancelled,
21930,3691,2023-12-27,255,4,111.24,444.96,Completed,2023-12-30
21931,3021,2023-11-30,180,2,87.71,175.42,Pending,
21932,7318,2023-08-30,447,4,107.11,428.44,Completed,2023-09-12
21933,348,2025-06-08,131,1,56.39,56.39,Pending,
21934,78,2023-07-01,123,5,1.01,5.05,Cancelled,
21935,762,2025-04-19,354,3,182.07,546.21,Pending,
21936,3473,2025-10-15,25,5,110.95,554.75,Completed,2025-10-25
21937,379,2023-02-03,60,3,78.13,234.39,Completed,2023-02-13
21938,8824,2023-07-24,277,5,97.37,486.85,Completed,2023-08-07
21939,3196,2024-04-08,123,1,23.53,23.53,Cancelled,
21940,5223,2023-09-26,413,3,12.44,37.32,Cancelled,
21941,6779,2023-10-04,213,3,151.09,453.27,Pending,
21942,6244,2024-10-21,142,5,45.37,226.85,Cancelled,
21943,1992,2025-08-31,270,5,128.15,640.75,Completed,2025-09-11
21944,7618,2024-02-10,268,3,94.96,284.88,Pending,
21945,9564,2024-04-13,361,5,70.26,351.30,Completed,2024-04-15
21946,2397,2023-01-30,106,1,164.52,164.52,Pending,
21947,2362,2024-03-29,451,5,189.98,949.90,Cancelled,
21948,8855,2023-08-31,284,2,187.96,375.92,Completed,2023-09-12
21949,6435,2025-11-14,475,5,176.01,880.05,Completed,2025-11-25
21950,9673,2025-06-13,191,5,7.52,37.60,Completed,2025-06-24
21951,7491,2023-09-25,295,5,35.01,175.05,Cancelled,
21952,5201,2023-01-07,94,1,33.35,33.35,Pending,
21953,8630,2024-06-12,474,3,101.01,303.03,Pending,
21954,4296,2023-08-04,464,2,180.27,360.54,Cancelled,
21955,6067,2023-03-03,394,4,143.40,573.60,Completed,2023-03-12
21956,4546,2023-09-06,63,4,6.11,24.44,Completed,2023-09-06
21957,6635,2023-07-08,340,5,197.10,985.50,Pending,
21958,1806,2024-06-09,468,4,185.34,741.36,Completed,2024-06-22
21959,1116,2025-03-11,309,1,91.11,91.11,Completed,2025-03-25
21960,3188,2023-03-02,415,1,162.33,162.33,Completed,2023-03-08
21961,2075,2025-03-04,383,5,152.57,762.85,Pending,
21962,2503,2023-10-12,74,5,63.75,318.75,Pending,
21963,3066,2024-01-29,436,5,151.56,757.80,Pending,
21964,2496,2025-06-27,317,3,111.12,333.36,Pending,
21965,6177,2023-07-03,396,4,35.91,143.64,Pending,
21966,4035,2024-07-06,219,1,13.40,13.40,Pending,
21967,8413,2023-01-17,387,2,198.11,396.22,Cancelled,
21968,9393,2025-08-27,351,2,94.28,188.56,Completed,2025-09-07
21969,273,2025-12-21,458,5,35.20,176.00,Pending,
21970,1423,2025-04-13,450,2,45.93,91.86,Pending,
21971,8232,2023-07-13,405,3,31.88,95.64,Pending,
21972,2031,2023-03-31,121,2,183.99,367.98,Pending,
21973,3863,2023-02-01,397,5,90.09,450.45,Completed,2023-02-04
21974,2400,2025-04-24,52,4,95.80,383.20,Cancelled,
21975,3717,2025-04-12,63,3,103.22,309.66,Cancelled,
21976,2003,2025-06-16,83,5,185.12,925.60,Completed,2025-06-28
21977,4926,2024-07-26,52,1,81.83,81.83,Completed,2024-08-05
21978,5428,2024-11-16,147,2,149.63,299.26,Pending,
21979,3450,2025-10-03,460,2,59.13,118.26,Cancelled,
21980,5396,2024-04-07,191,4,65.03,260.12,Completed,2024-04-18
21981,310,2024-07-06,71,5,3.83,19.15,Cancelled,
21982,4103,2024-01-01,57,2,57.90,115.80,Pending,
21983,484,2023-01-08,211,2,193.84,387.68,Completed,2023-01-10
21984,1571,2023-12-29,9,1,197.56,197.56,Cancelled,
21985,453,2023-02-15,20,1,97.67,97.67,Pending,
21986,136,2024-03-27,177,4,45.41,181.64,Cancelled,
21987,6087,2025-02-10,297,4,39.97,159.88,Cancelled,
21988,2288,2023-03-04,499,3,79.51,238.53,Pending,
21989,1196,2024-01-12,180,5,188.12,940.60,Cancelled,
21990,67,2025-03-01,268,4,178.40,713.60,Completed,2025-03-04
21991,8168,2025-01-19,118,3,126.13,378.39,Cancelled,
21992,2723,2024-02-04,106,3,67.26,201.78,Pending,
21993,4071,2025-07-31,275,3,51.00,153.00,Pending,
21994,3163,2025-07-18,193,3,170.25,510.75,Cancelled,
21995,5875,2025-10-02,280,3,184.06,552.18,Completed,2025-10-16
21996,7623,2025-04-23,137,2,123.46,246.92,Completed,2025-05-04
21997,9418,2025-09-18,295,4,39.97,159.88,Pending,
21998,820,2025-07-29,151,5,174.45,872.25,Pending,
21999,19,2024-09-01,126,4,179.13,716.52,Pending,
22000,9951,2023-06-03,47,2,33.76,67.52,Cancelled,
22001,1997,2024-01-31,140,4,163.90,655.60,Pending,
22002,1487,2025-04-12,395,2,55.07,110.14,Cancelled,
22003,3642,2023-05-03,9,1,82.26,82.26,Pending,
22004,9198,2023-02-02,288,4,179.66,718.64,Pending,
22005,2272,2023-09-27,161,5,153.54,767.70,Completed,2023-09-27
22006,9188,2025-07-27,143,2,58.40,116.80,Pending,
22007,9621,2024-04-28,114,2,171.16,342.32,Cancelled,
22008,6447,2025-01-03,484,2,141.51,283.02,Pending,
22009,2608,2025-06-01,435,2,63.94,127.88,Cancelled,
22010,5613,2023-11-04,481,2,164.15,328.30,Completed,2023-11-17
22011,6657,2025-03-12,429,1,95.85,95.85,Pending,
22012,163,2025-05-03,76,4,16.23,64.92,Cancelled,
22013,4225,2025-04-11,10,3,29.21,87.63,Pending,
22014,1329,2025-04-03,456,3,47.41,142.23,Completed,2025-04-13
22015,7667,2025-11-02,496,3,19.60,58.80,Cancelled,
22016,1807,2025-09-11,11,2,20.35,40.70,Cancelled,
22017,6373,2025-01-26,15,4,137.08,548.32,Cancelled,
22018,7444,2025-12-21,334,2,117.19,234.38,Pending,
22019,1203,2025-01-30,271,2,80.57,161.14,Completed,2025-02-08
22020,9921,2023-10-25,268,2,179.46,358.92,Cancelled,
22021,3937,2023-12-29,278,1,76.04,76.04,Completed,2024-01-12
22022,8397,2024-11-16,448,2,156.98,313.96,Cancelled,
22023,9881,2024-09-16,9,4,105.05,420.20,Cancelled,
22024,3529,2025-11-10,144,2,12.37,24.74,Pending,
22025,6114,2024-10-10,7,4,94.76,379.04,Cancelled,
22026,5187,2024-10-07,389,5,78.17,390.85,Pending,
22027,1268,2023-05-02,358,2,25.71,51.42,Completed,2023-05-06
22028,4894,2023-09-23,80,5,64.35,321.75,Pending,
22029,4771,2025-05-30,231,5,72.71,363.55,Completed,2025-06-12
22030,3589,2024-05-10,360,1,185.47,185.47,Pending,
22031,4952,2023-06-04,462,1,139.33,139.33,Completed,2023-06-10
22032,5978,2025-11-24,364,5,173.24,866.20,Cancelled,
22033,16,2024-07-07,166,1,197.01,197.01,Cancelled,
22034,1391,2024-02-15,49,5,63.95,319.75,Pending,
22035,2898,2023-08-02,495,4,14.30,57.20,Completed,2023-08-03
22036,7387,2023-05-28,291,4,95.26,381.04,Pending,
22037,5166,2025-01-21,209,2,37.92,75.84,Cancelled,
22038,1197,2024-08-16,151,4,147.05,588.20,Completed,2024-08-16
22039,8584,2024-02-04,11,2,94.49,188.98,Completed,2024-02-18
22040,4133,2023-07-01,398,5,166.28,831.40,Pending,
22041,4958,2023-07-11,223,2,59.43,118.86,Pending,
22042,6829,2025-12-27,90,4,180.59,722.36,Cancelled,
22043,646,2024-12-16,289,3,108.70,326.10,Completed,2024-12-26
22044,1291,2023-07-17,136,2,7.34,14.68,Cancelled,
22045,8731,2024-02-22,267,3,17.77,53.31,Pending,
22046,6343,2025-11-22,181,2,87.78,175.56,Completed,2025-12-03
22047,5886,2025-04-01,459,4,198.85,795.40,Pending,
22048,8341,2025-10-14,160,1,27.70,27.70,Completed,2025-10-15
22049,7635,2024-03-11,411,4,13.47,53.88,Cancelled,
22050,9624,2023-12-29,297,3,83.55,250.65,Cancelled,
22051,990,2025-12-14,142,1,58.37,58.37,Pending,
22052,3297,2023-08-03,159,5,124.05,620.25,Pending,
22053,4429,2025-11-20,146,2,153.24,306.48,Cancelled,
22054,1073,2024-03-10,317,2,61.23,122.46,Completed,2024-03-23
22055,196,2024-02-03,339,2,94.85,189.70,Pending,
22056,7103,2023-07-26,14,2,8.53,17.06,Cancelled,
22057,2169,2024-10-24,11,5,72.65,363.25,Cancelled,
22058,2502,2023-08-01,364,3,134.11,402.33,Completed,2023-08-02
22059,2724,2024-01-11,332,1,19.74,19.74,Completed,2024-01-14
22060,1878,2024-05-16,210,4,120.34,481.36,Completed,2024-05-18
22061,5496,2024-05-12,316,1,159.54,159.54,Pending,
22062,4742,2023-07-17,188,2,105.33,210.66,Pending,
22063,9318,2023-05-23,364,3,85.90,257.70,Completed,2023-06-02
22064,6739,2024-02-16,317,5,121.37,606.85,Pending,
22065,6380,2025-02-28,7,2,144.02,288.04,Completed,2025-03-14
22066,2759,2024-10-12,81,5,5.66,28.30,Pending,
22067,5211,2023-07-12,68,5,36.68,183.40,Cancelled,
22068,5626,2025-01-30,152,3,186.89,560.67,Cancelled,
22069,9476,2023-08-28,193,3,11.07,33.21,Completed,2023-09-05
22070,4485,2024-12-31,52,2,2.55,5.10,Pending,
22071,4010,2025-05-02,251,5,44.58,222.90,Cancelled,
22072,4728,2025-01-17,301,1,132.64,132.64,Cancelled,
22073,8409,2025-12-14,410,4,191.99,767.96,Cancelled,
22074,2142,2024-08-28,96,2,75.09,150.18,Cancelled,
22075,7490,2025-12-02,344,1,57.22,57.22,Pending,
22076,569,2024-02-09,419,5,194.48,972.40,Completed,2024-02-10
22077,4118,2025-10-17,14,5,176.08,880.40,Cancelled,
22078,8824,2023-08-11,405,3,36.80,110.40,Pending,
22079,9165,2025-05-11,266,5,156.45,782.25,Pending,
22080,9566,2023-02-18,360,3,83.30,249.90,Cancelled,
22081,7524,2025-09-12,345,2,22.10,44.20,Cancelled,
22082,6474,2024-05-02,234,4,40.93,163.72,Pending,
22083,5997,2023-10-31,276,3,157.26,471.78,Completed,2023-11-01
22084,666,2024-11-05,387,5,172.79,863.95,Pending,
22085,1208,2025-05-10,104,3,92.95,278.85,Pending,
22086,9304,2024-06-15,363,3,182.66,547.98,Cancelled,
22087,7235,2025-12-29,96,5,194.78,973.90,Completed,2026-01-11
22088,1931,2024-09-04,62,1,40.29,40.29,Cancelled,
22089,5722,2023-05-06,441,2,163.66,327.32,Pending,
22090,4542,2024-08-29,258,3,22.00,66.00,Completed,2024-09-08
22091,1309,2024-08-23,453,3,17.01,51.03,Pending,
22092,5594,2023-06-11,108,1,152.89,152.89,Pending,
22093,3176,2023-01-18,13,1,59.12,59.12,Cancelled,
22094,2519,2023-12-24,301,4,65.84,263.36,Cancelled,
22095,615,2025-08-11,33,2,96.44,192.88,Cancelled,
22096,8407,2025-08-01,65,2,170.42,340.84,Pending,
22097,6324,2024-11-01,174,2,47.46,94.92,Completed,2024-11-03
22098,5245,2025-01-10,86,5,17.13,85.65,Completed,2025-01-19
22099,3765,2025-05-09,495,3,57.95,173.85,Completed,2025-05-16
22100,7301,2024-12-02,248,2,49.16,98.32,Pending,
22101,9572,2023-12-13,73,4,125.89,503.56,Cancelled,
22102,1892,2023-08-11,143,5,53.28,266.40,Completed,2023-08-12
22103,8868,2024-10-10,28,5,53.41,267.05,Completed,2024-10-16
22104,8594,2024-06-26,105,5,166.42,832.10,Completed,2024-07-05
22105,953,2024-06-20,480,2,46.65,93.30,Completed,2024-06-22
22106,688,2024-01-13,477,4,193.34,773.36,Completed,2024-01-23
22107,7858,2024-10-24,166,2,20.14,40.28,Cancelled,
22108,6415,2025-02-28,408,1,186.04,186.04,Cancelled,
22109,5336,2023-04-24,267,1,48.14,48.14,Cancelled,
